"SKMEL2_Untreated_1" "SKMEL2_Untreated_2" "SKMEL2_Untreated_3" "SKMEL2_Induced_18hours_1" "SKMEL2_Induced_18hours_2" "SKMEL2_Induced_18hours_3"
"ENSG00000237008" 3 0 1 4 0 0
"ENSG00000237013" 13 27 31 26 24 37
"ENSG00000237015" 4 7 6 7 2 3
"ENSG00000237016" 0 0 1 2 0 2
"ENSG00000237017" 7 6 4 6 4 4
"ENSG00000237021" 4 5 8 6 7 5
"ENSG00000237024" 1 1 0 1 0 1
"ENSG00000237025" 1 1 1 4 3 3
"ENSG00000237027" 1 0 0 1 0 0
"ENSG00000237032" 1 0 1 1 1 1
"ENSG00000237036" 51 63 73 79 66 48
"ENSG00000237037" 86 104 116 115 90 97
"ENSG00000237049" 0 0 0 1 1 0
"ENSG00000237053" 2 2 2 2 0 1
"ENSG00000237054" 13 10 18 10 18 16
"ENSG00000237055" 2 1 0 4 0 2
"ENSG00000237057" 8 7 6 9 8 6
"ENSG00000237062" 2 0 2 1 0 0
"ENSG00000237063" 1 0 0 1 1 0
"ENSG00000237064" 7 5 8 4 5 2
"ENSG00000237070" 3 5 3 4 5 6
"ENSG00000237077" 1 1 0 2 0 0
"ENSG00000237082" 2 0 2 6 2 0
"ENSG00000237083" 0 1 0 1 0 0
"ENSG00000237088" 0 0 1 0 0 1
"ENSG00000237094" 11 10 22 15 8 9
"ENSG00000237101" 0 0 1 6 0 2
"ENSG00000237107" 3 0 1 0 0 0
"ENSG00000237109" 1 0 0 0 0 1
"ENSG00000237115" 5 9 8 10 2 7
"ENSG00000237118" 0 0 2 2 1 0
"ENSG00000237126" 5 13 14 17 13 8
"ENSG00000237128" 0 1 0 0 1 0
"ENSG00000237133" 0 0 0 1 1 0
"ENSG00000237135" 11 7 15 13 3 3
"ENSG00000237139" 0 0 1 4 2 3
"ENSG00000237149" 112 117 124 148 132 101
"ENSG00000237152" 25 19 32 45 22 20
"ENSG00000237153" 15 28 23 35 23 25
"ENSG00000237154" 1 3 0 0 1 1
"ENSG00000237161" 1 0 0 1 0 0
"ENSG00000237162" 1 1 1 1 3 2
"ENSG00000237166" 0 0 1 0 1 0
"ENSG00000237169" 1 0 2 1 0 0
"ENSG00000237170" 1 0 0 2 1 1
"ENSG00000237172" 10 10 21 17 21 12
"ENSG00000237174" 9 3 3 2 4 2
"ENSG00000237176" 1 0 4 0 2 0
"ENSG00000237178" 1 0 0 3 0 1
"ENSG00000237181" 31 35 37 35 34 37
"ENSG00000237186" 0 0 1 0 1 1
"ENSG00000237187" 63 74 59 57 48 57
"ENSG00000237188" 46 36 59 60 28 52
"ENSG00000237190" 644 791 841 775 668 707
"ENSG00000237200" 7 3 3 2 2 2
"ENSG00000237206" 2 10 5 12 6 2
"ENSG00000237211" 2 0 1 0 0 0
"ENSG00000237212" 369 349 383 465 271 259
"ENSG00000237214" 2 0 2 4 5 2
"ENSG00000237217" 0 1 1 0 0 0
"ENSG00000237220" 20 15 17 19 17 19
"ENSG00000237222" 14 12 7 10 11 10
"ENSG00000237232" 3 3 3 5 1 3
"ENSG00000237234" 9 9 15 12 5 5
"ENSG00000237238" 5 6 12 14 10 8
"ENSG00000237243" 1 2 0 3 0 0
"ENSG00000237248" 19 21 36 20 18 14
"ENSG00000237249" 0 1 0 1 0 0
"ENSG00000237250" 0 1 2 0 1 0
"ENSG00000237257" 5 2 2 5 7 1
"ENSG00000237260" 1 0 1 1 0 0
"ENSG00000237263" 3 1 1 0 0 2
"ENSG00000237264" 0 0 0 1 0 1
"ENSG00000237265" 41 81 67 90 71 70
"ENSG00000237268" 1 3 1 0 0 0
"ENSG00000237273" 0 2 3 3 3 1
"ENSG00000237276" 4 8 8 5 7 4
"ENSG00000237278" 0 0 0 2 1 0
"ENSG00000237280" 3 1 6 2 3 1
"ENSG00000237285" 0 0 0 1 2 0
"ENSG00000237289" 2 3 4 8 1 2
"ENSG00000237292" 5 5 14 13 5 3
"ENSG00000237294" 7 6 7 4 2 5
"ENSG00000237296" 17 11 10 10 14 5
"ENSG00000237298" 63 63 84 82 57 52
"ENSG00000237301" 3 4 4 4 3 4
"ENSG00000237306" 0 1 0 1 0 0
"ENSG00000237307" 4 4 2 5 3 1
"ENSG00000237310" 17 17 17 23 21 13
"ENSG00000237324" 0 1 7 2 1 2
"ENSG00000237328" 3 0 0 0 1 0
"ENSG00000237329" 1 1 1 0 0 1
"ENSG00000237330" 1 2 0 1 0 1
"ENSG00000237331" 0 1 4 0 1 2
"ENSG00000237339" 0 1 0 0 1 2
"ENSG00000237347" 0 0 3 2 2 3
"ENSG00000237350" 7 4 5 9 6 3
"ENSG00000237351" 3 2 2 2 2 0
"ENSG00000237352" 8 9 4 7 7 6
"ENSG00000237353" 4 3 4 4 3 4
"ENSG00000237356" 3 4 3 9 3 3
"ENSG00000237357" 2 2 3 0 2 1
"ENSG00000237359" 1 0 3 2 2 1
"ENSG00000237370" 1 0 0 1 2 0
"ENSG00000237373" 2 0 2 0 0 1
"ENSG00000237378" 2 2 2 4 2 7
"ENSG00000237380" 15 11 23 16 28 13
"ENSG00000237381" 3 0 0 0 0 0
"ENSG00000237382" 0 1 0 0 0 1
"ENSG00000237389" 0 0 2 0 1 1
"ENSG00000237390" 4 2 1 4 0 1
"ENSG00000237399" 12 7 14 24 19 10
"ENSG00000237400" 0 1 1 0 0 0
"ENSG00000237402" 0 0 0 0 1 1
"ENSG00000237406" 3 1 1 2 1 0
"ENSG00000237409" 1 0 0 2 2 0
"ENSG00000237412" 0 0 0 1 1 0
"ENSG00000237413" 0 3 0 0 0 0
"ENSG00000237417" 14 17 17 12 20 8
"ENSG00000237418" 0 1 0 2 1 2
"ENSG00000237422" 0 1 0 0 0 1
"ENSG00000237424" 152 226 261 218 175 199
"ENSG00000237432" 0 0 0 3 1 0
"ENSG00000237433" 2 0 3 2 2 3
"ENSG00000237436" 10 6 9 7 9 9
"ENSG00000237437" 7 8 3 5 10 5
"ENSG00000237438" 113 117 165 161 92 103
"ENSG00000237440" 163 185 187 187 169 153
"ENSG00000237441" 714 961 891 1212 901 933
"ENSG00000237442" 0 1 2 1 0 0
"ENSG00000237446" 1 3 0 1 0 0
"ENSG00000237447" 1 0 0 0 1 2
"ENSG00000237451" 0 0 1 0 1 0
"ENSG00000237452" 199 232 267 232 201 249
"ENSG00000237461" 1 2 0 2 2 0
"ENSG00000237463" 3 1 3 3 1 1
"ENSG00000237470" 8 5 4 11 5 3
"ENSG00000237471" 0 3 0 0 0 0
"ENSG00000237472" 1 1 1 0 0 0
"ENSG00000237480" 1 1 1 3 1 0
"ENSG00000237481" 2 1 2 3 1 1
"ENSG00000237484" 0 1 1 2 0 1
"ENSG00000237489" 4 5 9 6 6 7
"ENSG00000237491" 54 45 77 78 51 48
"ENSG00000237493" 13 9 9 11 9 9
"ENSG00000237499" 31 33 31 56 34 41
"ENSG00000237505" 4 1 1 1 0 0
"ENSG00000237506" 1 0 2 0 0 0
"ENSG00000237513" 4 4 1 2 4 0
"ENSG00000237514" 1 0 0 0 3 0
"ENSG00000237515" 20 33 37 18 23 21
"ENSG00000237517" 1 1 0 1 0 1
"ENSG00000237522" 9 10 10 15 12 15
"ENSG00000237523" 1 1 0 1 0 0
"ENSG00000237525" 1 2 1 1 1 1
"ENSG00000237527" 19 18 29 31 26 17
"ENSG00000237529" 4 5 5 9 2 3
"ENSG00000237530" 1 0 1 0 0 0
"ENSG00000237531" 0 0 0 0 1 1
"ENSG00000237534" 40 34 44 42 30 39
"ENSG00000237540" 0 1 1 1 0 0
"ENSG00000237548" 0 0 1 0 1 0
"ENSG00000237549" 1 0 0 0 0 1
"ENSG00000237550" 64 90 74 76 56 75
"ENSG00000237557" 4 2 3 0 0 1
"ENSG00000237558" 1 1 0 0 0 0
"ENSG00000237569" 0 0 1 0 0 1
"ENSG00000237574" 0 1 1 1 0 2
"ENSG00000237575" 1 1 3 1 4 0
"ENSG00000237576" 0 1 0 0 0 1
"ENSG00000237581" 0 0 0 1 1 0
"ENSG00000237583" 1 1 1 0 0 0
"ENSG00000237584" 2 0 1 1 0 0
"ENSG00000237588" 0 0 1 2 3 0
"ENSG00000237595" 0 0 5 2 3 2
"ENSG00000237596" 1134 1067 1117 1672 1136 847
"ENSG00000237605" 2 9 4 1 3 3
"ENSG00000237606" 5 2 3 2 0 1
"ENSG00000237622" 1 0 1 0 0 0
"ENSG00000237624" 6 11 26 8 10 13
"ENSG00000237629" 0 1 0 2 1 0
"ENSG00000237631" 0 2 2 0 0 2
"ENSG00000237632" 1 0 0 1 0 0
"ENSG00000237637" 1 1 0 0 0 0
"ENSG00000237640" 0 0 1 1 0 0
"ENSG00000237641" 0 1 0 0 0 1
"ENSG00000237643" 4 3 7 9 2 3
"ENSG00000237645" 0 1 1 1 0 2
"ENSG00000237646" 2 0 0 1 1 0
"ENSG00000237649" 820 1122 1320 1068 976 953
"ENSG00000237651" 5 2 5 4 4 7
"ENSG00000237653" 22 12 23 22 24 14
"ENSG00000237661" 8 6 9 12 7 2
"ENSG00000237668" 1 5 1 2 1 2
"ENSG00000237669" 4 3 4 9 6 5
"ENSG00000237672" 2 2 3 3 1 0
"ENSG00000237674" 1 1 1 1 3 1
"ENSG00000237676" 1 1 2 1 3 2
"ENSG00000237679" 1 1 1 2 1 2
"ENSG00000237682" 1 1 1 1 1 1
"ENSG00000237685" 8 13 21 19 12 20
"ENSG00000237686" 4 3 8 10 6 5
"ENSG00000237689" 4 1 2 5 0 0
"ENSG00000237693" 8 4 14 9 8 5
"ENSG00000237701" 2 0 0 0 0 0
"ENSG00000237705" 0 0 1 0 1 1
"ENSG00000237708" 0 1 2 0 1 0
"ENSG00000237709" 1 7 4 4 4 5
"ENSG00000237711" 5 7 3 2 1 4
"ENSG00000237714" 4 1 5 5 0 3
"ENSG00000237718" 7 5 16 8 3 12
"ENSG00000237719" 9 7 4 15 8 6
"ENSG00000237729" 3 3 2 4 0 4
"ENSG00000237730" 1 0 0 1 1 1
"ENSG00000237732" 11 4 6 12 11 6
"ENSG00000237735" 1 0 0 0 0 1
"ENSG00000237737" 1 3 3 1 5 3
"ENSG00000237742" 11 16 10 9 12 8
"ENSG00000237745" 0 2 0 0 1 0
"ENSG00000237748" 1 2 0 1 0 1
"ENSG00000237749" 3 3 0 2 0 0
"ENSG00000237752" 0 0 0 1 1 0
"ENSG00000237753" 84 89 95 111 83 77
"ENSG00000237754" 1 0 0 1 0 0
"ENSG00000237756" 0 1 2 0 0 1
"ENSG00000237757" 8 11 4 7 6 8
"ENSG00000237764" 0 5 1 2 2 0
"ENSG00000237765" 538 692 772 705 586 563
"ENSG00000237766" 2 13 6 7 7 6
"ENSG00000237768" 0 1 0 2 2 0
"ENSG00000237770" 2 2 3 3 5 3
"ENSG00000237773" 7 5 12 5 3 5
"ENSG00000237774" 0 1 3 2 0 2
"ENSG00000237775" 1 5 9 9 4 0
"ENSG00000237781" 2 2 2 0 0 1
"ENSG00000237783" 0 1 2 0 1 1
"ENSG00000237784" 0 0 0 0 2 0
"ENSG00000237786" 0 0 0 1 0 1
"ENSG00000237788" 2 10 7 5 5 3
"ENSG00000237790" 9 8 6 9 9 11
"ENSG00000237793" 4 0 1 0 0 0
"ENSG00000237797" 30 37 27 38 30 38
"ENSG00000237798" 3 2 3 1 4 2
"ENSG00000237803" 0 0 1 4 1 1
"ENSG00000237804" 1 0 1 0 0 1
"ENSG00000237807" 29 30 38 27 28 28
"ENSG00000237810" 8 6 17 15 9 8
"ENSG00000237813" 1 0 0 1 0 3
"ENSG00000237819" 3 4 3 6 4 1
"ENSG00000237821" 5 1 6 4 0 1
"ENSG00000237827" 1 2 1 0 0 0
"ENSG00000237828" 0 0 1 1 4 0
"ENSG00000237836" 145 203 251 230 163 152
"ENSG00000237838" 0 3 1 0 0 0
"ENSG00000237840" 0 0 0 3 4 5
"ENSG00000237842" 3 3 1 1 2 4
"ENSG00000237845" 1 2 4 0 3 1
"ENSG00000237846" 11 14 16 16 18 10
"ENSG00000237848" 0 2 0 0 0 0
"ENSG00000237849" 9 6 12 5 3 5
"ENSG00000237852" 0 2 1 1 0 1
"ENSG00000237854" 44 51 43 69 43 49
"ENSG00000237859" 1 0 0 1 2 0
"ENSG00000237861" 0 0 1 0 0 1
"ENSG00000237870" 19 36 36 21 23 26
"ENSG00000237872" 4 1 2 0 1 2
"ENSG00000237877" 3 5 3 6 4 4
"ENSG00000237879" 1 1 3 2 2 1
"ENSG00000237880" 0 1 3 2 4 5
"ENSG00000237882" 2 1 0 0 1 0
"ENSG00000237883" 24 20 30 27 15 19
"ENSG00000237886" 3 2 1 3 0 3
"ENSG00000237887" 2 0 0 1 0 1
"ENSG00000237888" 2 1 0 0 2 0
"ENSG00000237892" 2 2 0 1 1 0
"ENSG00000237896" 0 1 0 1 0 0
"ENSG00000237897" 2 1 5 1 0 0
"ENSG00000237899" 0 0 1 1 0 0
"ENSG00000237903" 0 2 4 0 3 2
"ENSG00000237910" 1 0 2 0 0 0
"ENSG00000237914" 1 0 0 1 0 0
"ENSG00000237916" 4 8 2 3 6 5
"ENSG00000237917" 5 3 2 4 3 3
"ENSG00000237921" 1 2 1 0 0 0
"ENSG00000237927" 2 2 4 9 2 3
"ENSG00000237928" 6 7 5 5 4 6
"ENSG00000237929" 1 1 1 0 1 0
"ENSG00000237930" 0 1 0 0 1 0
"ENSG00000237931" 2 3 2 2 2 1
"ENSG00000237934" 4 2 3 2 3 4
"ENSG00000237938" 11 13 12 11 12 17
"ENSG00000237939" 0 2 0 1 0 0
"ENSG00000237940" 2 2 2 2 0 0
"ENSG00000237943" 8 10 16 9 8 13
"ENSG00000237945" 16 11 18 27 21 15
"ENSG00000237949" 0 0 1 1 0 0
"ENSG00000237950" 13 15 22 14 9 10
"ENSG00000237953" 1 1 0 0 0 0
"ENSG00000237959" 0 0 0 0 1 2
"ENSG00000237961" 1 0 0 0 1 0
"ENSG00000237963" 1 1 2 0 2 1
"ENSG00000237970" 1 1 0 0 0 2
"ENSG00000237971" 1 0 1 1 0 0
"ENSG00000237972" 4 3 8 8 2 9
"ENSG00000237973" 247 193 120 180 172 162
"ENSG00000237975" 442 400 413 549 356 323
"ENSG00000237976" 4 2 10 6 2 8
"ENSG00000237977" 12 11 17 12 9 12
"ENSG00000237978" 2 1 2 4 3 3
"ENSG00000237979" 1 1 3 6 2 6
"ENSG00000237984" 5 2 2 4 1 1
"ENSG00000237988" 0 0 1 3 2 0
"ENSG00000237999" 1 1 1 2 1 0
"ENSG00000238000" 2 0 4 3 4 4
"ENSG00000238001" 2 0 1 2 2 0
"ENSG00000238003" 0 1 0 0 0 1
"ENSG00000238005" 1 3 5 3 4 5
"ENSG00000238008" 2 3 2 3 1 1
"ENSG00000238009" 4 5 7 10 3 5
"ENSG00000238018" 20 18 26 27 23 17
"ENSG00000238021" 0 0 0 2 0 1
"ENSG00000238024" 1 1 3 1 1 2
"ENSG00000238029" 1 0 1 0 0 1
"ENSG00000238032" 1 1 1 0 0 2
"ENSG00000238035" 14 18 27 18 19 10
"ENSG00000238039" 5 4 7 8 7 4
"ENSG00000238041" 3 0 2 1 1 2
"ENSG00000238042" 8 10 2 11 3 3
"ENSG00000238043" 2 1 2 1 0 1
"ENSG00000238045" 73 79 107 107 70 79
"ENSG00000238054" 2 1 0 2 1 1
"ENSG00000238055" 1 0 0 1 1 1
"ENSG00000238057" 2 3 4 0 2 4
"ENSG00000238058" 35 29 41 38 27 28
"ENSG00000238061" 3 1 2 4 1 5
"ENSG00000238062" 22 19 19 29 19 25
"ENSG00000238069" 0 1 1 0 0 0
"ENSG00000238072" 2 3 3 1 4 2
"ENSG00000238076" 5 3 4 5 3 5
"ENSG00000238081" 1 0 0 1 3 1
"ENSG00000238082" 8 3 11 5 8 8
"ENSG00000238083" 76 90 128 105 86 80
"ENSG00000238085" 0 0 1 1 0 1
"ENSG00000238086" 1 0 1 0 0 1
"ENSG00000238090" 0 0 0 1 1 0
"ENSG00000238097" 7 9 7 14 11 13
"ENSG00000238098" 5 9 2 15 9 7
"ENSG00000238105" 66 74 102 98 67 54
"ENSG00000238107" 13 15 19 21 16 14
"ENSG00000238109" 3 2 1 4 2 4
"ENSG00000238110" 1 0 1 2 2 1
"ENSG00000238113" 129 134 162 186 107 114
"ENSG00000238116" 3 1 1 2 4 0
"ENSG00000238118" 2 2 0 3 2 0
"ENSG00000238120" 2 1 2 0 1 0
"ENSG00000238121" 15 19 29 20 25 19
"ENSG00000238123" 32 38 55 48 48 33
"ENSG00000238129" 17 10 10 9 10 9
"ENSG00000238132" 1 0 2 0 1 1
"ENSG00000238133" 1 2 2 2 1 0
"ENSG00000238137" 0 1 3 1 0 0
"ENSG00000238140" 0 0 1 5 1 1
"ENSG00000238141" 1 3 3 3 0 0
"ENSG00000238142" 4 6 3 5 2 3
"ENSG00000238150" 4 1 3 2 3 2
"ENSG00000238151" 14 16 24 23 17 16
"ENSG00000238153" 2 1 6 1 0 1
"ENSG00000238160" 5 12 5 8 0 4
"ENSG00000238164" 130 194 230 282 208 218
"ENSG00000238165" 3 0 1 0 0 1
"ENSG00000238172" 0 1 2 1 5 0
"ENSG00000238173" 1 0 0 2 0 0
"ENSG00000238178" 4 3 11 8 9 3
"ENSG00000238181" 0 1 0 0 0 1
"ENSG00000238184" 0 4 3 4 3 1
"ENSG00000238186" 0 5 4 3 3 3
"ENSG00000238188" 1 0 2 0 1 0
"ENSG00000238193" 1 2 0 0 0 0
"ENSG00000238197" 39 47 54 58 46 38
"ENSG00000238198" 20 13 22 17 16 17
"ENSG00000238199" 1 2 6 0 1 1
"ENSG00000238213" 0 0 0 0 2 0
"ENSG00000238217" 9 9 10 13 17 12
"ENSG00000238221" 2 2 1 2 0 1
"ENSG00000238222" 52 34 60 87 61 61
"ENSG00000238227" 499 621 712 767 615 653
"ENSG00000238228" 3 1 0 1 2 1
"ENSG00000238231" 2 6 3 0 4 3
"ENSG00000238243" 2 4 3 1 1 5
"ENSG00000238246" 1 1 0 3 1 1
"ENSG00000238247" 1 0 2 1 1 1
"ENSG00000238249" 103 123 311 128 122 145
"ENSG00000238251" 1 3 1 5 2 4
"ENSG00000238258" 0 0 1 0 1 1
"ENSG00000238260" 5 3 3 4 4 0
"ENSG00000238265" 5 9 7 4 6 5
"ENSG00000238266" 16 13 13 9 8 3
"ENSG00000238269" 0 1 0 0 0 1
"ENSG00000238272" 5 4 7 14 2 5
"ENSG00000238273" 5 7 7 4 4 2
"ENSG00000238278" 9 15 17 15 11 10
"ENSG00000238279" 8 3 7 7 8 11
"ENSG00000238280" 5 4 4 2 3 0
"ENSG00000238284" 39 41 39 64 46 42
"ENSG00000238286" 13 35 30 27 23 11
"ENSG00000238287" 11 20 28 18 22 12
"ENSG00000238288" 0 0 0 0 2 0
"ENSG00000238290" 1 4 4 4 0 2
"ENSG00000238295" 0 0 0 1 0 1
"ENSG00000238317" 1 1 3 4 1 0
"ENSG00000238324" 1 0 0 1 0 0
"ENSG00000238358" 12 11 12 16 13 13
"ENSG00000238363" 3 6 12 4 2 3
"ENSG00000238365" 2 0 0 1 0 1
"ENSG00000238386" 0 1 0 1 1 1
"ENSG00000238390" 3 8 1 5 4 2
"ENSG00000238391" 1 0 1 0 0 0
"ENSG00000238419" 16 9 12 18 15 13
"ENSG00000238423" 1 0 0 0 1 1
"ENSG00000238490" 1 1 1 1 0 0
"ENSG00000238516" 1 0 1 1 0 0
"ENSG00000238517" 2 0 4 6 2 1
"ENSG00000238561" 0 1 0 0 1 0
"ENSG00000238578" 2 0 0 0 1 1
"ENSG00000238622" 2 0 0 1 0 0
"ENSG00000238711" 1 0 1 1 2 1
"ENSG00000238713" 0 3 0 0 1 1
"ENSG00000238728" 0 0 2 0 1 0
"ENSG00000238741" 5 13 13 3 6 7
"ENSG00000238755" 30 28 24 22 16 17
"ENSG00000238795" 3 6 0 4 1 1
"ENSG00000238832" 6 8 20 12 11 7
"ENSG00000238835" 0 1 1 1 2 0
"ENSG00000238880" 1 0 0 1 0 2
"ENSG00000238934" 4 0 1 0 0 0
"ENSG00000238961" 2 1 1 0 1 1
"ENSG00000238963" 1 0 1 1 0 0
"ENSG00000238964" 1 0 0 1 1 0
"ENSG00000239005" 1 1 0 0 0 0
"ENSG00000239035" 0 0 0 1 0 1
"ENSG00000239040" 4 4 5 0 4 2
"ENSG00000239082" 0 2 0 0 0 0
"ENSG00000239096" 0 1 1 0 1 1
"ENSG00000239118" 1 0 1 0 0 0
"ENSG00000239122" 2 0 0 4 1 1
"ENSG00000239143" 0 0 0 2 0 0
"ENSG00000239149" 0 0 2 1 1 0
"ENSG00000239198" 2 3 4 5 1 2
"ENSG00000239201" 1 1 1 3 1 0
"ENSG00000239203" 1 2 3 0 1 0
"ENSG00000239207" 3 0 1 0 0 0
"ENSG00000239213" 47 35 65 46 55 41
"ENSG00000239218" 1 2 0 1 0 0
"ENSG00000239219" 5 4 3 4 1 7
"ENSG00000239223" 2 3 2 3 2 0
"ENSG00000239246" 1 1 0 1 0 0
"ENSG00000239247" 0 1 1 0 0 2
"ENSG00000239254" 2 6 3 6 2 7
"ENSG00000239263" 1 2 0 1 1 0
"ENSG00000239264" 7 12 33 11 19 11
"ENSG00000239265" 1 0 0 0 2 0
"ENSG00000239269" 2 0 0 1 4 0
"ENSG00000239272" 3 2 3 4 1 3
"ENSG00000239279" 0 0 0 1 0 2
"ENSG00000239280" 6 2 5 5 3 6
"ENSG00000239282" 2 3 2 4 4 7
"ENSG00000239288" 57 17 24 50 18 27
"ENSG00000239291" 1 1 1 1 0 0
"ENSG00000239300" 5 3 4 4 2 3
"ENSG00000239305" 267 313 371 399 272 302
"ENSG00000239306" 902 1033 1306 1198 1070 1015
"ENSG00000239311" 5 13 13 11 6 10
"ENSG00000239315" 1 0 1 0 1 1
"ENSG00000239317" 10 5 2 2 0 1
"ENSG00000239322" 12 19 14 7 11 9
"ENSG00000239323" 1 1 0 0 0 0
"ENSG00000239332" 4 3 6 6 1 2
"ENSG00000239335" 14 18 21 17 9 16
"ENSG00000239344" 3 0 5 1 2 1
"ENSG00000239345" 0 2 1 1 0 2
"ENSG00000239351" 8 8 3 6 5 8
"ENSG00000239367" 2 0 0 1 0 1
"ENSG00000239374" 0 1 0 0 0 1
"ENSG00000239377" 1 3 1 3 2 0
"ENSG00000239381" 0 0 0 1 1 0
"ENSG00000239382" 18 17 35 23 29 16
"ENSG00000239388" 34 30 40 28 32 15
"ENSG00000239389" 0 0 2 1 0 0
"ENSG00000239407" 47 38 61 70 53 50
"ENSG00000239413" 1 1 0 1 1 1
"ENSG00000239415" 41 37 43 56 37 46
"ENSG00000239419" 5 3 1 3 5 2
"ENSG00000239426" 0 1 1 4 1 1
"ENSG00000239435" 1 3 1 0 1 0
"ENSG00000239440" 60 47 50 53 38 27
"ENSG00000239443" 1 0 4 0 1 0
"ENSG00000239445" 38 43 53 50 47 36
"ENSG00000239455" 1 3 2 2 3 0
"ENSG00000239462" 3 6 5 3 4 5
"ENSG00000239465" 3 2 7 1 2 0
"ENSG00000239466" 0 0 0 1 0 1
"ENSG00000239467" 2 5 3 3 6 1
"ENSG00000239468" 0 1 1 1 0 0
"ENSG00000239470" 3 3 0 1 2 2
"ENSG00000239473" 2 1 2 0 0 0
"ENSG00000239474" 8 10 8 8 7 5
"ENSG00000239480" 3 1 2 2 0 1
"ENSG00000239482" 29 45 44 55 50 48
"ENSG00000239483" 7 15 8 9 5 9
"ENSG00000239486" 13 10 11 9 10 5
"ENSG00000239494" 3 5 6 1 0 7
"ENSG00000239498" 7 8 1 4 3 6
"ENSG00000239503" 13 5 3 11 5 6
"ENSG00000239508" 1 0 0 2 0 3
"ENSG00000239510" 0 1 0 1 2 0
"ENSG00000239517" 0 1 0 0 1 1
"ENSG00000239521" 96 87 128 134 109 99
"ENSG00000239523" 14 13 16 15 11 9
"ENSG00000239524" 0 0 0 1 2 0
"ENSG00000239527" 1 0 1 1 0 1
"ENSG00000239528" 0 0 3 4 0 1
"ENSG00000239552" 2 0 0 1 0 2
"ENSG00000239556" 3 5 3 12 4 3
"ENSG00000239557" 2 3 3 0 0 4
"ENSG00000239569" 30 39 46 57 23 25
"ENSG00000239572" 3 6 10 3 8 5
"ENSG00000239577" 1 1 0 1 2 1
"ENSG00000239589" 58 69 87 74 56 61
"ENSG00000239593" 5 5 6 6 4 6
"ENSG00000239602" 0 0 1 1 0 0
"ENSG00000239605" 1 3 6 4 2 2
"ENSG00000239608" 1 2 3 1 2 3
"ENSG00000239614" 2 0 0 0 0 0
"ENSG00000239620" 2 3 2 3 3 2
"ENSG00000239622" 1 1 0 1 0 0
"ENSG00000239626" 0 1 0 0 0 1
"ENSG00000239628" 1 0 1 0 0 1
"ENSG00000239636" 0 3 3 2 2 3
"ENSG00000239649" 16 4 6 12 8 10
"ENSG00000239653" 36 28 33 42 30 27
"ENSG00000239665" 267 236 278 275 203 184
"ENSG00000239670" 6 6 1 9 3 2
"ENSG00000239671" 1 1 0 0 0 0
"ENSG00000239672" 1611 1933 1980 2050 1652 1661
"ENSG00000239674" 1 0 2 0 0 1
"ENSG00000239696" 0 1 0 1 1 0
"ENSG00000239697" 21 22 25 24 24 15
"ENSG00000239699" 0 1 1 0 0 1
"ENSG00000239701" 1 0 0 0 0 2
"ENSG00000239704" 0 0 1 0 1 0
"ENSG00000239705" 0 1 4 1 0 3
"ENSG00000239713" 147 182 196 205 141 143
"ENSG00000239719" 2 3 6 5 0 2
"ENSG00000239731" 0 0 1 2 0 0
"ENSG00000239763" 8 9 8 9 2 4
"ENSG00000239774" 4 2 2 2 1 0
"ENSG00000239779" 51 61 55 81 75 56
"ENSG00000239789" 114 140 149 180 147 134
"ENSG00000239791" 2 2 1 1 0 3
"ENSG00000239793" 0 0 0 1 0 1
"ENSG00000239801" 1 0 1 0 1 0
"ENSG00000239804" 1 0 0 1 0 0
"ENSG00000239808" 4 3 2 8 2 2
"ENSG00000239809" 0 2 0 0 2 3
"ENSG00000239820" 1 0 0 0 0 1
"ENSG00000239821" 0 2 0 1 0 0
"ENSG00000239822" 1 1 0 0 1 0
"ENSG00000239823" 2 1 0 0 3 0
"ENSG00000239827" 6 3 3 8 1 3
"ENSG00000239828" 0 2 1 1 1 1
"ENSG00000239830" 433 478 767 524 461 464
"ENSG00000239831" 0 1 2 0 1 0
"ENSG00000239835" 4 4 2 5 2 5
"ENSG00000239856" 1 0 0 2 0 0
"ENSG00000239857" 13 20 20 22 19 14
"ENSG00000239868" 0 0 1 0 0 2
"ENSG00000239872" 0 1 1 0 0 0
"ENSG00000239873" 5 5 3 2 3 0
"ENSG00000239877" 1 0 1 4 1 1
"ENSG00000239880" 0 1 0 0 1 1
"ENSG00000239881" 1 0 0 1 1 2
"ENSG00000239883" 75 78 84 90 72 68
"ENSG00000239884" 2 2 3 3 1 3
"ENSG00000239886" 1 0 1 1 0 0
"ENSG00000239887" 124 145 149 158 141 134
"ENSG00000239900" 329 324 364 380 331 339
"ENSG00000239908" 2 1 3 9 3 3
"ENSG00000239910" 0 0 0 2 0 0
"ENSG00000239912" 2 3 0 2 2 1
"ENSG00000239917" 0 2 1 1 1 1
"ENSG00000239922" 1 1 2 1 0 0
"ENSG00000239924" 0 0 2 0 0 0
"ENSG00000239932" 2 0 1 0 1 0
"ENSG00000239939" 62 90 88 89 60 65
"ENSG00000239941" 0 0 1 0 1 0
"ENSG00000239948" 0 0 1 1 1 1
"ENSG00000239959" 18 16 34 17 22 14
"ENSG00000239961" 2 6 2 3 2 3
"ENSG00000239964" 0 0 0 0 1 1
"ENSG00000239969" 12 11 17 18 8 13
"ENSG00000239983" 2 1 0 0 0 1
"ENSG00000240003" 2 5 2 5 6 2
"ENSG00000240005" 2 3 3 11 1 4
